_id,ltable_Id,rtable_Id,ltable_Site name,ltable_Address,ltable_Zip,ltable_Phone,rtable_Site name,rtable_Address,rtable_Zip,rtable_Phone
117383,859,1764, Henry Booth House - Pink's Child Care Academy,8236 S Kedzie Ave ,,8637465,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465
117384,859,2211, Henry Booth House - Pink's Child Care Academy,8236 S Kedzie Ave ,,8637465,Henry Booth House Pink's Child Care Academy,8236 S Kedzie ,60652,8637465
117411,1764,1750,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465,HENRY BOOTH HOUSE LEARNING TREE,8128 S KEDZIE ,60652,7788802
117412,1764,1818,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465,MARCY NEWBERRY ASSOCIATION LEARNING TREE 1,8128 S KEDZIE ,60652,7788802
117413,1764,2232,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465,Marcy Newberry Association Learning Tree 1,8128 S Kedzie ,60652,7788802
117414,1764,1634,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO CHIPPER PRESCHOOL,8225 S KEDZIE ,60652,7785757
117415,1764,2124,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465,Easter Seals Society of Metropolitan Chicago Chipper Preschool,8225 S Kedzie ,60652,7785757
117416,1764,2415,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465, Chipper Preschool,8225 S. Kedzie ,60652,7785757
117417,1764,459,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465, Pinks Child Care Academy,8236 S. Kedzie ,,8637465
117418,1764,859,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465, Henry Booth House - Pink's Child Care Academy,8236 S Kedzie Ave ,,8637465
117419,1764,1764,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465
117420,1764,2211,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465,Henry Booth House Pink's Child Care Academy,8236 S Kedzie ,60652,8637465
117451,2211,1750,Henry Booth House Pink's Child Care Academy,8236 S Kedzie ,60652,8637465,HENRY BOOTH HOUSE LEARNING TREE,8128 S KEDZIE ,60652,7788802
117452,2211,1818,Henry Booth House Pink's Child Care Academy,8236 S Kedzie ,60652,8637465,MARCY NEWBERRY ASSOCIATION LEARNING TREE 1,8128 S KEDZIE ,60652,7788802
117453,2211,2232,Henry Booth House Pink's Child Care Academy,8236 S Kedzie ,60652,8637465,Marcy Newberry Association Learning Tree 1,8128 S Kedzie ,60652,7788802
117454,2211,1634,Henry Booth House Pink's Child Care Academy,8236 S Kedzie ,60652,8637465,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO CHIPPER PRESCHOOL,8225 S KEDZIE ,60652,7785757
117455,2211,2124,Henry Booth House Pink's Child Care Academy,8236 S Kedzie ,60652,8637465,Easter Seals Society of Metropolitan Chicago Chipper Preschool,8225 S Kedzie ,60652,7785757
117456,2211,2415,Henry Booth House Pink's Child Care Academy,8236 S Kedzie ,60652,8637465, Chipper Preschool,8225 S. Kedzie ,60652,7785757
117457,2211,459,Henry Booth House Pink's Child Care Academy,8236 S Kedzie ,60652,8637465, Pinks Child Care Academy,8236 S. Kedzie ,,8637465
117458,2211,859,Henry Booth House Pink's Child Care Academy,8236 S Kedzie ,60652,8637465, Henry Booth House - Pink's Child Care Academy,8236 S Kedzie Ave ,,8637465
117459,2211,1764,Henry Booth House Pink's Child Care Academy,8236 S Kedzie ,60652,8637465,HENRY BOOTH HOUSE PINK'S CHILD CARE ACADEMY,8236 S KEDZIE ,60652,8637465
117460,2211,2211,Henry Booth House Pink's Child Care Academy,8236 S Kedzie ,60652,8637465,Henry Booth House Pink's Child Care Academy,8236 S Kedzie ,60652,8637465
117484,2798,2798, Sullivan,8255 S. Houston ,60617,5356585, Sullivan,8255 S. Houston ,60617,5356585
117517,1136,1136, Ashburn School,8300 S. St Louis Ave. ,,5357860, Ashburn School,8300 S. St Louis Ave. ,,5357860
117518,1136,2304, Ashburn School,8300 S. St Louis Ave. ,,5357860, Ashburn School,8300 S. St. Louis ,60652,5357860
117553,2304,1136, Ashburn School,8300 S. St. Louis ,60652,5357860, Ashburn School,8300 S. St Louis Ave. ,,5357860
117554,2304,2304, Ashburn School,8300 S. St. Louis ,60652,5357860, Ashburn School,8300 S. St. Louis ,60652,5357860
117558,1137,1137, Dixon,8306 S. St. Lawrence ,,5353834, Dixon,8306 S. St. Lawrence ,,5353834
117559,1137,2466, Dixon,8306 S. St. Lawrence ,,5353834, Dixon,8306 S. St. Lawrence ,60619,5353834
117594,2466,1420, Dixon,8306 S. St. Lawrence ,60619,5353834,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-LINDA LEWIS,7312 S SAINT LAWRENCE AVE ,60619,2437225
117613,2466,1137, Dixon,8306 S. St. Lawrence ,60619,5353834, Dixon,8306 S. St. Lawrence ,,5353834
117614,2466,2466, Dixon,8306 S. St. Lawrence ,60619,5353834, Dixon,8306 S. St. Lawrence ,60619,5353834
117619,2466,2120, Dixon,8306 S. St. Lawrence ,60619,5353834,Dorothy Sutton Branch Dorothy Sutton Branch,8601 S. State St ,60619,7234445
117626,2466,2523, Dixon,8306 S. St. Lawrence ,60619,5353834, Gillespie,9301 S. State St. ,60619,5355065
117674,2268,2268,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900
117675,2268,184,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117676,2268,460,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900, South Central Holistic PreK Program,8316 S. Ellis ,,4830900
117677,2268,860,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117678,2268,1306,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117679,2268,1880,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900
117680,2268,2777,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900
117681,2268,2975,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900
117682,184,2268, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900
117683,184,184, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117684,184,460, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Holistic PreK Program,8316 S. Ellis ,,4830900
117685,184,860, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117686,184,1306, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117687,184,1880, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900
117688,184,2777, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900
117689,184,2975, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900
117690,460,2268, South Central Holistic PreK Program,8316 S. Ellis ,,4830900,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900
117691,460,184, South Central Holistic PreK Program,8316 S. Ellis ,,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117692,460,460, South Central Holistic PreK Program,8316 S. Ellis ,,4830900, South Central Holistic PreK Program,8316 S. Ellis ,,4830900
117693,460,860, South Central Holistic PreK Program,8316 S. Ellis ,,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117694,460,1306, South Central Holistic PreK Program,8316 S. Ellis ,,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117695,460,1880, South Central Holistic PreK Program,8316 S. Ellis ,,4830900,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900
117696,460,2777, South Central Holistic PreK Program,8316 S. Ellis ,,4830900, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900
117697,460,2975, South Central Holistic PreK Program,8316 S. Ellis ,,4830900, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900
117698,860,2268, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900
117699,860,184, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117700,860,460, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Holistic PreK Program,8316 S. Ellis ,,4830900
117701,860,860, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117702,860,1306, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117703,860,1880, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900
117704,860,2777, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900
117705,860,2975, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900
117706,1306,2268, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900
117707,1306,184, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117708,1306,460, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Holistic PreK Program,8316 S. Ellis ,,4830900
117709,1306,860, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117710,1306,1306, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117711,1306,1880, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900
117712,1306,2777, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900
117713,1306,2975, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900
117745,1880,1494,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900,"CHICAGO PUBLIC SCHOOLS DENEEN, CHARLES S.",7240 S WABASH AVE ,60619,5353035
117748,1880,1420,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-LINDA LEWIS,7312 S SAINT LAWRENCE AVE ,60619,2437225
117753,1880,1742,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900,"HENRY BOOTH HOUSE ITSY BITSY PEOPLE PALACE, INC",7419 S COTTAGE GROVE AVE ,60619,8467396
117754,1880,2191,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900,Henry Booth House Itsy Bitsy People Palace. Inc,7419 S. Cottage Grove Ave. ,60619,8467396
117760,1880,3234,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900, New Concept School,7825 S Ellis Avenue ,60619,6519599
117761,1880,1570,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900,"CHICAGO PUBLIC SCHOOLS RUGGLES, MARTHA M.",7831 S PRAIRIE AVE ,60619,5353085
117762,1880,2064,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900,"Chicago Public Schools Ruggles, Martha M.",7831 S. Prairie Ave. ,60619,5353085
117764,1880,1767,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900,HENRY BOOTH HOUSE THE WORLD IS YOURS,8026 S COTTAGE GROVE AVE ,60619,
117765,1880,2214,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900,Henry Booth House The World Is Yours,8026 S Cottage Grove Ave. ,60619,
117768,1880,2268,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900
117769,1880,184,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117770,1880,460,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900, South Central Holistic PreK Program,8316 S. Ellis ,,4830900
117771,1880,860,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117772,1880,1306,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117773,1880,1880,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900
117774,1880,2777,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900
117775,1880,2975,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900
117781,1880,1671,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900,EL VALOR NEW AGE PREPARATORY (8940 S COTTAGE GROVE AVE),8940 S COTTAGE GROVE AVE ,60619,7832431
117782,1880,2155,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900,El Valor New Age Preparatory,8940 S Cottage Grove Ave ,60619,7832431
117834,2777,3234, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900, New Concept School,7825 S Ellis Avenue ,60619,6519599
117842,2777,2268, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900
117843,2777,184, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117844,2777,460, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900, South Central Holistic PreK Program,8316 S. Ellis ,,4830900
117845,2777,860, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117846,2777,1306, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117847,2777,1880, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900
117848,2777,2777, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900
117849,2777,2975, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900
117903,2975,2929, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900," Itsy Bitsy People Palace ,Inc.",7419 South Cottage Grove Avenue  ,60619,8467396
117907,2975,2952, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900, New Concept School,7825 South Ellis Avenue  ,60619,6519599
117908,2975,3234, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900, New Concept School,7825 S Ellis Avenue ,60619,6519599
117916,2975,2268, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900
117917,2975,184, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117918,2975,460, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900, South Central Holistic PreK Program,8316 S. Ellis ,,4830900
117919,2975,860, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117920,2975,1306, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900
117921,2975,1880, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900,SOUTH CENTRAL COMMUNITY SERVICES SOUTH CENTRAL COMMUNITY SERVICE,8316 S ELLIS AVE ,60619,4830900
117922,2975,2777, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900, South Central Holistic Pre-K,8316 S. Ellis ,60619,4830900
117923,2975,2975, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900
117955,1819,1405,MARCY NEWBERRY ASSOCIATION LEARNING TREE 2,8322 S PULASKI RD ,60652,8843345,BOARD TRUSTEES-CITY COLLEGES OF CHICAGO DALEY COLLEGE,7500 S PULASKI RD ,60652,8387562
117956,1819,1923,MARCY NEWBERRY ASSOCIATION LEARNING TREE 2,8322 S PULASKI RD ,60652,8843345,"Board Trustees-City
Colleges of Chicago Daley College",7500 S Pulaski Rd. ,60652,8387562
117957,1819,2425,MARCY NEWBERRY ASSOCIATION LEARNING TREE 2,8322 S PULASKI RD ,60652,8843345, City Colleges Daley,7500 S. Pulaski ,60652,8387562
117958,1819,2426,MARCY NEWBERRY ASSOCIATION LEARNING TREE 2,8322 S PULASKI RD ,60652,8843345, City Colleges Daley Semester Program,7500 S. Pulaski ,60652,8387562
117959,1819,3247,MARCY NEWBERRY ASSOCIATION LEARNING TREE 2,8322 S PULASKI RD ,60652,8843345, Richard J. Daley College,7500 S Pulaski Road ,60652,8387803
117971,1819,1819,MARCY NEWBERRY ASSOCIATION LEARNING TREE 2,8322 S PULASKI RD ,60652,8843345,MARCY NEWBERRY ASSOCIATION LEARNING TREE 2,8322 S PULASKI RD ,60652,8843345
117972,1819,2233,MARCY NEWBERRY ASSOCIATION LEARNING TREE 2,8322 S PULASKI RD ,60652,8843345,Marcy Newberry Association Learning Tree 2,8322 S Pulaski Rd. ,60652,8843345
117993,2233,1405,Marcy Newberry Association Learning Tree 2,8322 S Pulaski Rd. ,60652,8843345,BOARD TRUSTEES-CITY COLLEGES OF CHICAGO DALEY COLLEGE,7500 S PULASKI RD ,60652,8387562
117994,2233,1923,Marcy Newberry Association Learning Tree 2,8322 S Pulaski Rd. ,60652,8843345,"Board Trustees-City
Colleges of Chicago Daley College",7500 S Pulaski Rd. ,60652,8387562
117995,2233,2425,Marcy Newberry Association Learning Tree 2,8322 S Pulaski Rd. ,60652,8843345, City Colleges Daley,7500 S. Pulaski ,60652,8387562
117996,2233,2426,Marcy Newberry Association Learning Tree 2,8322 S Pulaski Rd. ,60652,8843345, City Colleges Daley Semester Program,7500 S. Pulaski ,60652,8387562
117997,2233,3247,Marcy Newberry Association Learning Tree 2,8322 S Pulaski Rd. ,60652,8843345, Richard J. Daley College,7500 S Pulaski Road ,60652,8387803
118009,2233,1819,Marcy Newberry Association Learning Tree 2,8322 S Pulaski Rd. ,60652,8843345,MARCY NEWBERRY ASSOCIATION LEARNING TREE 2,8322 S PULASKI RD ,60652,8843345
118010,2233,2233,Marcy Newberry Association Learning Tree 2,8322 S Pulaski Rd. ,60652,8843345,Marcy Newberry Association Learning Tree 2,8322 S Pulaski Rd. ,60652,8843345
118060,2448,1760, Cuffe,8324 S. Racine ,60620,5358250,HENRY BOOTH HOUSE NEW PISGAH,8130 S RACINE ,60620,8735392
118061,2448,2208, Cuffe,8324 S. Racine ,60620,5358250,Henry Booth House New Pisgah,8130 S Racine ,60620,8735392
118062,2448,3235, Cuffe,8324 S. Racine ,60620,5358250, New Pisgah Day Care Center,8130 S Racine Avenue ,60620,8735392
118064,2448,2448, Cuffe,8324 S. Racine ,60620,5358250, Cuffe,8324 S. Racine ,60620,5358250
118079,185,185, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375
118080,185,862, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375
118081,185,1307, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375
118082,185,1822, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375
118083,461,461, South Harper Montessori School,8358 S. Stony Island ,,7340303, South Harper Montessori School,8358 S. Stony Island ,,7340303
118084,461,2780, South Harper Montessori School,8358 S. Stony Island ,,7340303, South Harper 0-3,8358 S. Stony Island ,60617,7340303
118085,461,2781, South Harper Montessori School,8358 S. Stony Island ,,7340303, South Harper Montessori Sch,8358 S. Stony Island ,60617,7340303
118086,862,185, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375
118087,862,862, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375
118088,862,1307, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375
118089,862,1822, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375
118090,1307,185, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375
118091,1307,862, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375
118092,1307,1307, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375
118093,1307,1822, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375
118113,1822,185,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375
118114,1822,862,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375
118115,1822,1307,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375, Marcy Newberry Association - South Harper Montessori,8358 S Stony Island Ave ,,7340375
118116,1822,1822,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375
118117,1822,2780,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375, South Harper 0-3,8358 S. Stony Island ,60617,7340303
118118,1822,2781,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375, South Harper Montessori Sch,8358 S. Stony Island ,60617,7340303
118119,1822,3263,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375, South Harper Montessori Preschool,8358 S Stony Island Avenue ,60617,7343120
118120,1822,3042,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375, All Nations Development Center,8435 S Stony Island Avenue ,60617,3757000
118123,1822,2648,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375, McCann's Daycare Center,8612 S. Stony Island ,60617,3757932
118127,1822,1587,MARCY NEWBERRY ASSOCIATION SOUTH HARPER MONTESSORI,8358 S STONY ISLAND AVE ,60617,7340375,"CHICAGO PUBLIC SCHOOLS THORP, JAMES N.",8914 S BUFFALO AVE ,60617,5356250
